"Numer RSPO";"REGON";"NIP";"Typ";"Nazwa";"Kod terytorialny województwo";"Kod terytorialny powiat";"Kod terytorialny gmina";"Kod terytorialny miejscowość";"Kod terytorialny ulica";"Województwo";"Powiat";"Gmina";"Miejscowość";"Rodzaj miejscowości";"Ulica";"Numer budynku";"Numer lokalu";"Kod pocztowy";"Poczta";"Telefon";"Faks";"E-mail";"Strona www";"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Data założenia";"Data rozpoczęcia działalności";"Data likwidacji";"Typ organu prowadzącego";"Nazwa organu prowadzącego";"REGON organu prowadzącego";"NIP organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Miejsce w strukturze";"RSPO podmiotu nadrzędnego";"Typ podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego";"Liczba uczniów";"Tereny sportowe";"Języki nauczane";"Czy zatrudnia logopedę";"Czy zatrudnia psychologa";"Czy zatrudnia pedagoga";"Oddziały podstawowe wg specyfiki";"Oddziały dodatkowe";"Zawód";"Zawód artystyczny";"Zawód w KPSS";"Dziedzina BCU"
"263269";"=""368176857""";"";"Szkoła podstawowa";"AKADEMICKA SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO NR 1 IM. OBROŃCÓW WISŁY 1920 ROKU WE WŁOCŁAWKU";"=""04""";"=""0464""";"=""0464011""";"=""0984752""";"=""14914""";"KUJAWSKO-POMORSKIE";"Włocławek";"Włocławek";"Włocławek";"miasto";"ul. Stefana Okrzei";"=""94a""";"";"=""87-800""";"Włocławek";"=""542315200""";"=""542315204""";"sekretariat@zsa.wloclawek.pl";"zsa.wloclawek.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"";"2017.09.01";"2017.09.01";"";"Uczelnia Niepubliczna";"KUJAWSKA SZKOŁA WYŻSZA  WE WŁOCŁAWKU";"=""910215414""";"";"KUJAWSKO-POMORSKIE";"Włocławek";"Włocławek";"szkoła/placówka wchodząca w skład jednostki złożonej";"87524";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ AKADEMICKICH";"130";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, mistrzostwa sportowego";"";"";"";"";""
"263262";"=""368176751""";"";"Szkoła podstawowa";"AKADEMICKA SZKOŁA PODSTAWOWA NR 1 IM. OBROŃCÓW WISŁY 1920 ROKU WE WŁOCŁAWKU";"=""04""";"=""0464""";"=""0464011""";"=""0984752""";"=""14914""";"KUJAWSKO-POMORSKIE";"Włocławek";"Włocławek";"Włocławek";"miasto";"ul. Stefana Okrzei";"=""94 i 94A""";"";"=""87-800""";"Włocławek";"=""542315200""";"=""542315204""";"sekretariat@zsa.wloclawek.pl";"zsa.wloclawek.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"";"2017.09.01";"2017.09.01";"";"Uczelnia Niepubliczna";"KUJAWSKA SZKOŁA WYŻSZA  WE WŁOCŁAWKU";"=""910215414""";"";"KUJAWSKO-POMORSKIE";"Włocławek";"Włocławek";"szkoła/placówka wchodząca w skład jednostki złożonej";"87524";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ AKADEMICKICH";"57";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"24460";"=""260637776""";"";"Szkoła podstawowa";"AKADEMICKA SZKOŁA PODSTAWOWA SHAKESPEARE PRIMARY SCHOOL";"=""26""";"=""2661""";"=""2661011""";"=""0945930""";"=""20798""";"ŚWIĘTOKRZYSKIE";"Kielce";"Kielce";"Kielce";"miasto";"ul. Leopolda Staffa";"=""7""";"";"=""25-410""";"Kielce";"=""662364331""";"";"kontakt@akademickasp.pl";"https://akademickasp.pl/";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA ROGALIŃSKA";"2012.09.01";"2012.09.01";"";"Spółki Handlowe";"EDU CAMP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""260343520""";"";"ŚWIĘTOKRZYSKIE";"Kielce";"Kielce";"samodzielna";"";"";"";"227";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"26628";"=""122680629""";"=""7342877626""";"Szkoła podstawowa";"AKADEMICKA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI IM.KRÓLA BOLESŁAWA CHROBREGO W NOWYM SĄCZU";"=""12""";"=""1262""";"=""1262011""";"=""0959435""";"=""07029""";"MAŁOPOLSKIE";"Nowy Sącz";"Nowy Sącz";"Nowy Sącz";"miasto";"ul. Jagiellońska";"=""63""";"";"=""33-300""";"Nowy Sącz";"=""184423106""";"";"sekretariat@akademickie.eu";"akademickie.eu";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"";"2011.09.26";"2012.09.01";"";"Fundacje";"FUNDACJA CHROBREGO";"=""360745913""";"";"MAŁOPOLSKIE";"Nowy Sącz";"Nowy Sącz";"szkoła/placówka wchodząca w skład jednostki złożonej";"85393";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ AKADEMICKICH IM. KRÓLA BOLESŁAWA CHROBREGO W NOWYM SĄCZU";"177";"";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"262636";"=""368043458""";"";"Szkoła podstawowa";"AKADEMICKI ZESPÓŁ PLACÓWEK OŚWIATOWYCH SZKOŁA PODSTAWOWA W FIJEWIE";"=""28""";"=""2807""";"=""2807052""";"=""0480218""";"";"WARMIŃSKO-MAZURSKIE";"iławski";"Lubawa";"Fijewo";"wieś";"";"=""85""";"=""-""";"=""14-260""";"Fijewo";"=""+48575141005""";"";"akademickizespol@gmail.com";"www.szkolalubawa.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"";"2017.08.21";"2017.09.01";"";"Fundacje";"FUNDACJA ROZWOJU WARMII I MAZUR";"=""280024779""";"=""7441692752""";"WARMIŃSKO-MAZURSKIE";"iławski";"Iława";"szkoła/placówka wchodząca w skład jednostki złożonej";"262614";"Zespół szkół i placówek oświatowych";"AKADEMICKI ZESPÓŁ PLACÓWEK OŚWIATOWYCH";"225";"";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"59834";"=""243086157""";"=""5480078044""";"Szkoła podstawowa";"ALTERNATYWNA SZKOŁA PODSTAWOWA";"=""24""";"=""2403""";"=""2403011""";"=""0924158""";"=""03518""";"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"miasto";"ul. Czytelni Ludowej";"=""4""";"";"=""43-400""";"Cieszyn";"=""609393953""";"";"szkolaalternatywna@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KAROLINA CZECH";"1990.09.01";"1990.09.01";"";"Stowarzyszenia";"SPOŁECZNE STOWARZYSZENIE EDUKACYJNE";"=""070024492""";"=""5480078044""";"ŚLĄSKIE";"cieszyński";"Cieszyn";"samodzielna";"";"";"";"127";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"90298";"=""221784631""";"=""5862066790""";"Szkoła podstawowa";"AMERYKAŃSKA SZKOŁA PODSTAWOWA Z WYKŁADOWYM JĘZYKIEM ANGIELSKIM";"=""22""";"=""2262""";"=""2262011""";"=""0934100""";"=""11694""";"POMORSKIE";"Gdynia";"Gdynia";"Gdynia";"miasto";"ul. Łowicka";"=""41""";"";"=""81-504""";"Gdynia";"=""586646971""";"=""586647414""";"biuro@szkolaamerykanska.pl";"http://szkolaamerykanska.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JOLANTA GUDYKA";"1992.07.24";"1992.09.01";"";"Stowarzyszenia";"AMERYKAŃSKO-POLSKIE STOWARZYSZENIE OŚWIATOWE";"=""192546744""";"";"POMORSKIE";"Gdynia";"Gdynia";"samodzielna";"";"";"";"308";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"128114";"=""362109570""";"";"Szkoła podstawowa";"ANGLOJĘZYCZNA SZKOŁA PODSTAWOWA ""EUROPEJCZYK""";"=""24""";"=""2461""";"=""2461011""";"=""0923584""";"=""11926""";"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała";"miasto";"ul. 1 Maja";"=""17""";"";"=""43-300""";"Bielsko-Biała";"=""501355780""";"";"info@szkolaeuropejczyk.pl";"www.szkolaeuropejczyk.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"IWONA CZADANKIEWICZ";"2015.07.23";"2015.09.01";"";"Osoba fizyczna";"CZADANKIEWICZ IWONA";"";"";"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"samodzielna";"";"";"";"93";"";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"3212";"=""243009850""";"";"Szkoła podstawowa";"ANGLOJĘZYCZNA SZKOŁA PODSTAWOWA OXFORD PRIMARY SCHOOL";"=""24""";"=""2461""";"=""2461011""";"=""0923584""";"=""09796""";"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała";"miasto";"ul. Krakowska";"=""30""";"";"=""43-300""";"Bielsko-Biała";"=""512393363""";"";"sekretariat@oxfordprimary.pl";"oxfordprimary.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MAGDALENA PRZEMYK";"2010.02.14";"2010.08.31";"";"Spółki Handlowe";"OXFORD CENTRE PROSTA SPÓŁKA AKCYJNA";"=""072379390""";"=""9372316135""";"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"samodzielna";"";"";"";"374";"";"angielski, hiszpański, niemiecki";"Nie";"Nie";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"27042";"=""101480217""";"=""7292657436""";"Szkoła podstawowa";"ANGLOJĘZYCZNA SZKOŁA PODSTAWOWA PRZY SZKOLE EUROPEJSKIEJ";"=""10""";"=""1061""";"=""1061039""";"=""0957985""";"=""23191""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna";"delegatura";"ul. Tuszyńska";"=""31""";"";"=""93-020""";"Łódź";"=""426821210""";"";"sekretariat@szkolaeuropejska.pl";"www.szkolaeuropejska.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"URSZULA MORYC";"2005.09.23";"2006.09.01";"";"Przedsiębiorstwa Osób Fizycznych";"ANGLOJĘZYCZNA SZKOŁA PODSTAWOWA PRZY SZKOLE EUROPEJSKIEJ U. MORYC SPÓŁKA JAWNA";"=""100626400""";"=""7292657436""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"samodzielna";"";"";"";"166";"";"angielski, francuski, hiszpański, niemiecki";"Nie";"Nie";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"272488";"=""384260901""";"";"Szkoła podstawowa";"ARCHIDIECEZJALNA KATOLICKA PUBLICZNA SZKOŁA PODSTAWOWA W TOMASZOWIE MAZOWIECKIM IM. ŚW. MAKSYMILIANA MARII KOLBEGO";"=""10""";"=""1016""";"=""1016011""";"=""0968300""";"=""05627""";"ŁÓDZKIE";"tomaszowski";"Tomaszów Mazowiecki";"Tomaszów Mazowiecki";"miasto";"ul. Bartosza Głowackiego";"=""11""";"";"=""97-200""";"Tomaszów Mazowiecki";"=""447101076""";"";"akp_sp@onet.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"JUSTYNA MUSZYŃSKA";"2019.08.30";"2019.09.01";"";"Organizacje Wyznaniowe";"ARCHIDIECEZJA ŁÓDZKA";"=""040006402""";"=""7251981714""";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"samodzielna";"";"";"";"130";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, specjalny";"";"";"";"";""
"483082";"=""540271985""";"";"Szkoła podstawowa";"ATELIER 21 MIĘDZYNARODOWA SZKOŁA PODSTAWOWA PRZYSZŁOŚCI";"=""14""";"=""1465""";"=""1465058""";"=""0918130""";"=""18273""";"MAZOWIECKIE";"Warszawa";"Mokotów";"Mokotów";"dzielnica m.st. Warszawy";"ul. Racławicka";"=""126""";"";"=""02-634""";"Warszawa";"=""601423439""";"";"info@atelier21school.pl";"www.atelier21school.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MAGDA GĄSIOR";"2024.11.26";"2024.11.26";"";"Spółki Handlowe";"ATELIER21 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""528488843""";"=""5214067748""";"MAZOWIECKIE";"Warszawa";"Mokotów";"samodzielna";"";"";"";"49";"";"angielski, hiszpański";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"266234";"=""369361640""";"";"Szkoła podstawowa";"ATUT - SZKOŁA PODSTAWOWA DLA DOROSŁYCH W CHORZOWIE";"=""24""";"=""2463""";"=""2463011""";"=""0938887""";"=""11937""";"ŚLĄSKIE";"Chorzów";"Chorzów";"Chorzów";"miasto";"ul. 3 Maja";"=""22""";"";"=""41-500""";"Chorzów";"=""513759842""";"";"chorzow@atutstrefarozwoju.pl";"www.atutstrefarozwoju.pl";"niepubliczna";"Dorośli";"brak specyfiki";"MONIKA PIOTROWSKA-KISIEL";"2018.01.25";"2018.02.01";"";"Spółki Handlowe";"ATUT STREFA ROZWOJU CHORZÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""366817358""";"";"ŚLĄSKIE";"Chorzów";"Chorzów";"samodzielna";"";"";"";"22";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"268450";"=""381194842""";"";"Szkoła podstawowa";"ATUT LIDER KSZTAŁCENIA SZKOŁA PODSTAWOWA DLA DOROSŁYCH W KOSZALINIE";"=""32""";"=""3261""";"=""3261011""";"=""0949448""";"=""42877""";"ZACHODNIOPOMORSKIE";"Koszalin";"Koszalin";"Koszalin";"miasto";"ul. Biskupa Czesława Domina";"=""7""";"=""9""";"=""75-065""";"Koszalin";"=""536416656""";"";"";"";"niepubliczna";"Dorośli";"brak specyfiki";"";"2018.08.02";"2018.09.01";"";"Spółki Handlowe";"ELATRA KO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""365126959""";"=""7252146729""";"MAZOWIECKIE";"Warszawa";"Mokotów";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"275665";"=""386933190""";"";"Szkoła podstawowa";"AUTONOMICZNA SZKOŁA PODSTAWOWA W GDYNI";"=""22""";"=""2262""";"=""2262011""";"=""0934100""";"=""26322""";"POMORSKIE";"Gdynia";"Gdynia";"Gdynia";"miasto";"al. Zwycięstwa";"=""250""";"";"=""81-540""";"Gdynia";"=""602410858""";"";"biuro@autonomik.edu.pl";"www.autonomik.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MARCIN PRZYBYŁA";"2020.08.26";"2020.09.01";"";"Fundacje";"FUNDACJA BYĆ TUTAJ";"=""385351103""";"=""5862352604""";"POMORSKIE";"Gdynia";"Gdynia";"samodzielna";"";"";"";"88";"";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, specjalny";"";"";"";"";""
"278449";"=""389898146""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA CREO";"=""02""";"=""0264""";"=""0264049""";"=""0986745""";"=""01928""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Psie Pole";"Wrocław-Psie Pole";"delegatura";"al. Tadeusza Boya-Żeleńskiego";"=""24""";"";"=""51-160""";"Wrocław";"=""533850225""";"";"biuro@creoedu.pl";"creoedu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ANASTAZJA TEODORCZYK";"2021.09.01";"2021.09.01";"";"Fundacje";"FUNDACJA WIELOJĘZYCZNE DZIECI";"=""381694125""";"=""8952196339""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Psie Pole";"samodzielna";"";"";"";"84";"";"angielski, hiszpański";"Tak";"Nie";"Tak";"integracyjny";"Oddział przygotowawczy";"";"";"";""
"272529";"=""384265034""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA GALILEO";"=""02""";"=""0264""";"=""0264059""";"=""0986946""";"=""06907""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Stare Miasto";"Wrocław-Stare Miasto";"delegatura";"ul. Inowrocławska";"=""56""";"";"=""53-648""";"Wrocław";"=""690660828""";"";"biuro@galileo.edu.pl";"www.galileo.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA WALCZAK";"2019.08.23";"2019.09.01";"";"Fundacje";"FUNDACJA SWOJĄ DROGĄ";"=""360731319""";"=""8961541474""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Stare Miasto";"samodzielna";"";"";"";"46";"";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"482810";"=""529774060""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA IM. JESPERA JUULA";"=""14""";"=""1465""";"=""1465048""";"=""0988804""";"=""12460""";"MAZOWIECKIE";"Warszawa";"Bielany";"Bielany";"dzielnica m.st. Warszawy";"ul. Maszewska";"=""20""";"=""U1""";"=""01-925""";"Warszawa";"=""534676222""";"";"szkola@juul.edu.pl";"www.juul.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"";"2024.09.26";"2024.09.26";"";"Fundacje";"FUNDACJA LEPSZEJ EDUKACJI";"=""526359998""";"=""5252971941""";"MAZOWIECKIE";"Warszawa";"Żoliborz";"samodzielna";"";"";"";"25";"";"angielski";"Nie";"Nie";"Nie";"integracyjny";"";"";"";"";""
"131654";"=""365337171""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA JASKÓŁKA IM. SIMONY KOSSAK";"=""02""";"=""0264""";"=""0264069""";"=""0986952""";"=""03868""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Śródmieście";"Wrocław-Śródmieście";"delegatura";"ul. Romana Dmowskiego";"=""17""";"";"=""50-203""";"Wrocław";"=""882834772""";"";"sekretariat@jaskolka.edu.pl";"www.jaskolka.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ALICJA PRZEWOŹNIAK";"2016.09.01";"2016.09.01";"";"Spółki Handlowe";"JASKÓŁKA EDUKACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""541906279""";"=""8982320979""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Śródmieście";"samodzielna";"";"";"";"303";"";"angielski, hiszpański";"Tak";"Nie";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"278220";"=""389850932""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA MOZAIKA";"=""24""";"=""2464""";"=""2464011""";"=""0930868""";"=""28236""";"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"miasto";"ul. prof. Jerzego Gomoliszewskiego";"=""18""";"";"=""42-224""";"Częstochowa";"=""796662006""";"";"sekretariat@szkola-mozaika.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"OLGA KRYSZTOFEK-CISOŃ";"2021.09.01";"2021.09.01";"";"Fundacje";"FUNDACJA MOZAIKA";"=""243320831""";"";"ŚLĄSKIE";"Częstochowa";"Częstochowa";"samodzielna";"";"";"";"114";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"275542";"=""386924370""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA NAVIGO POZNAŃ";"=""30""";"=""3064""";"=""3064029""";"=""0969416""";"=""09246""";"WIELKOPOLSKIE";"Poznań";"Poznań-Grunwald";"Poznań-Grunwald";"delegatura";"ul. Kopanina";"=""59""";"";"=""60-105""";"Poznań";"=""536020820""";"";"anna.bielska@navigo.szkola.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA MATYJA-BIELSKA";"2020.08.31";"2020.09.01";"";"Spółki Handlowe";"NAVIGO EDUKACJA POZNAŃ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""385976850""";"=""8992879091""";"WIELKOPOLSKIE";"Poznań";"Poznań-Grunwald";"samodzielna";"";"";"";"260";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"480642";"=""526276261""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA NAVIGO WARSZAWA";"=""14""";"=""1432""";"=""1432072""";"=""0008929""";"=""11467""";"MAZOWIECKIE";"warszawski zachodni";"Stare Babice";"Babice Nowe";"wieś";"ul. Lwowska";"=""2""";"";"=""05-082""";"Babice Nowe";"=""573123498""";"";"sekretariat@navigo.warszawa.pl";"www.navigo.szkola.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JERZY RESICKI";"2023.08.25";"2023.09.01";"";"Spółki Handlowe";"NAVIGO EDUKACJA WARSZAWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""389806635""";"=""5223208645""";"MAZOWIECKIE";"warszawski zachodni";"Stare Babice";"samodzielna";"";"";"";"238";"";"angielski, hiszpański";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"268038";"=""380904916""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA NAVIGO WROCŁAW";"=""02""";"=""0264""";"=""0264029""";"=""0986290""";"=""04863""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna";"delegatura";"ul. Fabryczna";"=""19""";"";"=""53-609""";"Wrocław";"=""533110125""";"";"wroclaw@navigo.szkola.pl";"www.navigo.szkola.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ALEKSANDRA MIKULSKA";"2018.07.25";"2018.09.01";"";"Spółki Handlowe";"INNOWACYJNA EDUKACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""369296799""";"=""8992839938""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"samodzielna";"";"";"";"482";"";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Nie";"ogólnodostępny, integracyjny";"";"";"";"";""
"34237";"=""146357772""";"=""9521263534""";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA NR 12";"=""14""";"=""1465""";"=""1465158""";"=""0921728""";"=""00432""";"MAZOWIECKIE";"Warszawa";"Wesoła";"Wesoła";"dzielnica m.st. Warszawy";"ul. Armii Krajowej";"=""9""";"";"=""05-075""";"Warszawa";"=""227735592""";"=""227735592""";"podstawowa@autorska.edu.pl";"https://autorska12.pl/";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KAROLINA IWANIUKOWICZ";"1990.08.20";"1990.08.20";"";"Fundacje";"FUNDACJA KULTURA I NAUKA";"=""010626884""";"=""9521263534""";"MAZOWIECKIE";"Warszawa";"Wesoła";"samodzielna";"";"";"";"180";"boiska uniwersalne/wielozadaniowe";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"478935";"=""523114428""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA SALTANDO";"=""02""";"=""0264""";"=""0264029""";"=""0986290""";"=""09440""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna";"delegatura";"ul. Kosmonautów";"=""328""";"";"=""54-041""";"Wrocław";"=""726860860""";"";"sekretariat@szkolasaltando.pl";"https://szkolasaltando.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ALEKSANDRA KILIAN";"2022.09.01";"2022.09.01";"";"Spółki Handlowe";"SALTANDO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""520676574""";"=""8943177911""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"samodzielna";"";"";"";"131";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"484300";"=""542643876""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA SMILE.EDU";"=""02""";"=""0264""";"=""0264029""";"=""0986290""";"=""23495""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna";"delegatura";"ul. Wagonowa";"=""2b""";"";"=""53-609""";"Wrocław";"=""577997842""";"";"ollsvit.biuro@gmail.com";"smile-edu.com";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"TETIANA HUMENIUK";"2025.09.01";"2025.09.01";"";"Fundacje";"FUNDACJA ''OLLSVIT''";"=""541207446""";"=""8943256473""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"samodzielna";"";"";"";"59";"";"angielski, ukraiński";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"484207";"=""542566450""";"";"Szkoła podstawowa";"AUTORSKA SZKOŁA PODSTAWOWA SUMMER";"=""02""";"=""0264""";"=""0264029""";"=""0986290""";"=""04863""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna";"delegatura";"ul. Fabryczna";"=""19""";"";"=""53-609""";"Wrocław";"=""534869933""";"";"wroclaw@navigo.szkola.pl";"https://navigo.szkola.pl/navigo-wroclaw/";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ALEKSANDRA MIKULSKA";"2025.08.28";"2025.09.01";"";"Spółki Handlowe";"INNOWACYJNA EDUKACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""369296799""";"=""8992839938""";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"samodzielna";"";"";"";"96";"";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"480781";"=""526309606""";"";"Szkoła podstawowa";"BC NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W KRAKOWIE";"=""12""";"=""1261""";"=""1261049""";"=""0950960""";"=""15611""";"MAŁOPOLSKIE";"Kraków";"Kraków-Podgórze";"Kraków-Podgórze";"delegatura";"ul. Pana Tadeusza";"=""4""";"";"=""30-727""";"Kraków";"=""888481007""";"";"sekretariat@bcschool.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JOANNA GONDEK";"2023.08.29";"2023.09.01";"";"Spółki Handlowe";"BC PRIMARY SCHOOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""522719158""";"=""6793244911""";"MAŁOPOLSKIE";"Kraków";"Kraków-Podgórze";"samodzielna";"";"";"";"108";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
