DEPARTAMENTO,SECRETARIA,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,SECTOR,CARACTER,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,EMAIL,RECTOR,TOTAL_MATRICULA,CANTIDAD_SEDES
Antioquia,MEDELLIN,Medellín,105001000205,INSTITUCION EDUCATIVA SAN AGUSTIN,OFICIAL,Técnico/Academico,A,CL 88 A 51 B 91,ARANJUEZ,2630607,ie.sanagustin@medellin.gov.co,FLOR DE AZALIA VILLA ATEHORTUA,887,1.0
Antioquia,MEDELLIN,Medellín,105001000256,INSTITUCION EDUCATIVA HECTOR ABAD GOMEZ,OFICIAL,Técnico/Academico,A,CL 50 39 65,BOSTON,2161258-2163805,rectoria.hag@gmail.com dianaholguin@iehectorabadgomez.edu.co,ELKIN RAMIRO OSORIO VELASQUEZ.,2 895,2.0
Antioquia,MEDELLIN,Medellín,105001000353,INSTITUCION EDUCATIVA JUAN DE LA CRUZ POSADA,OFICIAL,Técnico/Academico,A,CL 62 39 22,SAN MIGUEL,2549659,ie.juandelacruzp@gmail.com,ADOLFO LEON GONZALEZ OSPINA,1 227,3.0
Antioquia,MEDELLIN,Medellín,105001000396,INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ,OFICIAL,Técnico/Academico,A,CL 8 SUR 52 B 72,GUAYABAL,2552996  2853667  2853736,ie.joseacevedo@medellin.gov.co,JAIME ALBERTO SIERRA TORRES,1 033,4.0
Antioquia,MEDELLIN,Medellín,105001000418,INSTITUCION EDUCATIVA LA MILAGROSA,OFICIAL,Técnico/Academico,A,KR 29 41 14,LA MILAGROSA,3243009932,secretaria@ielamilagrosa.edu.co,JORGE MARIO CONTRERAS GERMÁN,1 602,2.0
Antioquia,MEDELLIN,Medellín,105001000485,INSTITUCION EDUCATIVA LA SALLE DE CAMPOAMOR,OFICIAL,Técnico/Academico,A,KR 65 B 4 49,CAMPO AMOR,2851571 - 2854160,auxiliaradministrativa3@sallecampoamor.edu.co,BLANCA DOLLY BUILES VALDERRAMA,1 223,1.0
Antioquia,MEDELLIN,Medellín,105001000493,INSTITUCION EDUCATIVA RAMON GIRALDO CEBALLOS,OFICIAL,Técnico/Academico,A,KR 82 A 21 15,BELEN LA PALMA,3472585-3411830,ieramon_giraldo@yahoo.es rectoria@ieramongiraldoc.edu.co,MARIO ANTONIO NARANJO FULLA,1 175,1.0
Antioquia,MEDELLIN,Medellín,105001000566,INSTITUCION EDUCATIVA CARACAS,OFICIAL,Técnico/Academico,A,CL 54 33 67,SUCRE,2168993,rectoria@iecaracas.edu.co,NIDIA DEL SOCORRO GÓMEZ TORO,1 112,2.0
Antioquia,MEDELLIN,Medellín,105001000621,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE MEDELLIN,OFICIAL,Técnico/Academico,A,KR 34 65 02,VILLA HERMOSA,604 296 64 90 - 300 4124363,ie.normalsuperior@medellin.gov.co pati_ville@hotmail.com,LILIAM PATRICIA VILLEGAS ECHAVARRIA.,1 645,1.0
Antioquia,MEDELLIN,Medellín,105001000841,INSTITUCION EDUCATIVA JESUS MARIA EL ROSAL,OFICIAL,Técnico/Academico,A,KR 72 95 20,CASTILLA.,604 3220843,secretaria@jmrosal.edu.co,ELVIA CECILIA CARDENAS TOBON.,1 571,1.0
Antioquia,MEDELLIN,Medellín,105001000868,INSTITUCION EDUCATIVA REPUBLICA DE VENEZUELA,OFICIAL,Técnico/Academico,A,CL 31 C 89 C 62,LAS VIOLETAS,2388255,ierv14@yahoo.es coordinacionierv@gmail.com,JUAN IGNACIO GALLO JIMENEZ.,703,1.0
Antioquia,MEDELLIN,Medellín,105001000876,INSTITUCION EDUCATIVA JAVIERA LONDOÑO SEVILLA,OFICIAL,Técnico/Academico,A,CL 71 51 D 26,SEVILLA,2118291/2336219,ie.javieralondonosev@medellin.gov.co,CLAUDIA ROCIO BOADA,1 303,1.0
Antioquia,MEDELLIN,Medellín,105001000931,INSTITUCION EDUCATIVA DIEGO ECHAVARRIA MISAS,OFICIAL,Técnico/Academico,A,CL 111 70 68,FLORENCIA,582 22 22 / 205 99 98 / 205 9555,info@idem.edu.co rectoria@idem.edu.co iediegoechavarria@medellin.gov.co,CESAR AUGUSTO CEBALLOS GONZALEZ,2 832,3.0
Antioquia,MEDELLIN,Medellín,105001000981,INSTITUCION EDUCATIVA GILBERTO ALZATE AVENDAÑO,OFICIAL,Técnico/Academico,A,CL 92 51 A 100,SAN ISIDRO,5717731 Ext 113-102,ie.gilbertoalzate@medellin.gov.co,HUMBERTO ANTONIO BERMUDEZ CARDONA.,2 744,4.0
Antioquia,MEDELLIN,Medellín,105001000990,INSTITUCION EDUCATIVA GONZALO RESTREPO JARAMILLO,OFICIAL,Técnico/Academico,A,KR 26 49 70,BUENOS AIRES,3004196738,ie.gonzalorestrepo@medellin.gov.co,ALVARO CUERVO MONTOYA.,1 879,3.0
Antioquia,MEDELLIN,Medellín,105001001023,INSTITUCION EDUCATIVA ANTONIO RICAURTE,OFICIAL,Técnico/Academico,A,KR 80 2 11,BELÉN RINCÓN,3627494 -3004159402,ie.antonioricaurte@hotmail.com,HNA MARTA MARIA RESTREPO PARRA.,930,1.0
Antioquia,MEDELLIN,Medellín,105001001121,INSTITUCION EDUCATIVA JOSE ROBERTO VASQUEZ BARRIO MANRIQUE,OFICIAL,Técnico/Academico,A,CL 76 39 160,EL POMAR,2331414,institucional@lajoseroberto.edu.co,NESTOR RENE OTALORA GARZON,1 792,3.0
Antioquia,MEDELLIN,Medellín,105001001155,INSTITUCION EDUCATIVA SAN JUAN BAUTISTA DE LA SALLE,OFICIAL,Técnico/Academico,A,CL 93 40 42,LA SALLE,3004147295/5225237,ielasalle@gmail.com,DARIO DE JESUS RODRIGUEZ ZAPATA.,1 694,1.0
Antioquia,MEDELLIN,Medellín,105001001198,INSTITUCION EDUCATIVA AURES,OFICIAL,Técnico/Academico,A,KR 96 A 77 E 15 IN 102,AURES N. 1,604 5299399,seccionaures@yahoo.com,PATRICIA ELENA SALAZAR SALAZAR.,1 636,2.0
Antioquia,MEDELLIN,Medellín,105001001236,INSTITUCION EDUCATIVA MONTECARLO GUILLERMO GAVIRIA CORREA,OFICIAL,Técnico/Academico,A,KR 36 85 B 140,LAS GRANJAS,2639104,ie.montecarlo-guillermogaviria@medellin.gov.co,KAROL COSSIO CORREA.,2 473,1.0
Antioquia,MEDELLIN,Medellín,105001001252,INSTITUCION EDUCATIVA CRISTOBAL COLON,OFICIAL,Técnico/Academico,A,CL 38 92 93,SANTA MONICA 1,2532517-2536271,iecristobalcolon@yahoo.com secretariaiecc2020@gmail.com,GLORIA CECILIA GUTIERREZ ZAPATA,1 225,1.0
Antioquia,MEDELLIN,Medellín,105001001279,INSTITUCION EDUCATIVA CIRO MENDIA,OFICIAL,Técnico/Academico,A,CL 99 48 55,MOSCU N. 1,2364127,ie.ciromendia@medellin.gov.co,MIGUEL ANGEL TANGARIFE HENAO.,1 698,2.0
Antioquia,MEDELLIN,Medellín,105001001317,INSTITUCION EDUCATIVA MADRE MARIA MAZARELLO,OFICIAL,Técnico/Academico,A,CL 48 33 62,BUENOS AIRES,2167211,secretaria@iemmazzarello.edu.co,SOR DORIS MARCELA BEDOYA BASTIDAS,957,1.0
Antioquia,MEDELLIN,Medellín,105001001368,INSTITUCION EDUCATIVA REPUBLICA DE BRASIL,OFICIAL,Técnico/Academico,A,KR 42 A 76 28,EL POMAR,2118264,secretaria@ierepublicadebrasil.edu.co,DAVID ALEJANDRO JARAMILLO YEPES.,687,1.0
Antioquia,MEDELLIN,Medellín,105001001473,INSTITUCION EDUCATIVA MANUELA BELTRAN,OFICIAL,Técnico/Academico,A,KR 37 71 47,MANRIQUE ORIENTAL,5161797/5272968,iemanuelabeltran2015@gmail.com,CESAR AUGUSTO CORRALES AGUDELO,1 465,2.0
Antioquia,MEDELLIN,Medellín,105001001490,INSTITUCION EDUCATIVA LOLA GONZALEZ,OFICIAL,Técnico/Academico,A,CL 47 F 94 63,SANTA LUCIA,5408160 ext. 104,rectoria@lola.edu.co,TERESITA SEPULVEDA MUNERA,2 202,2.0
Antioquia,MEDELLIN,Medellín,105001001562,INSTITUCION EDUCATIVA JAVIERA LONDOÑO,OFICIAL,Técnico/Academico,A,CL 53 40 65,BOSTON,2396363/2395055,rectoria@javiera.edu.co,BLANCA NOHEMY BENJUMEA ZULUAGA,2 015,3.0
Antioquia,MEDELLIN,Medellín,105001001635,INSTITUCION EDUCATIVA YERMO Y PARRES,OFICIAL,Técnico/Academico,A,CL 28 77 84,BELEN,604 4443217,yermoyparres@hotmail.com,GUILLERMO LOPEZ RAMIREZ,2 029,3.0
Antioquia,MEDELLIN,Medellín,105001001651,INSTITUCION EDUCATIVA JOSE CELESTINO MUTIS,OFICIAL,Técnico/Academico,A,CL 65 45 15,VILLA HERMOSA,2540988 -3004128341,infomutis12@gmail.com,MÓNICA ESPERANZA MORENO RODRÍGUEZ,760,1.0
Antioquia,MEDELLIN,Medellín,105001001660,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,OFICIAL,Técnico/Academico,A,KR 44 A 93 87,LA SALLE,2363000-2143010,ie.joseantoniogalan@medellin.gov.co iejoseantoniogalan@josegalan.edu.co,SANDRA MARIA QUINTERO CORREA,1 112,1.0
Antioquia,MEDELLIN,Medellín,105001001716,INSTITUCION EDUCATIVA SANTA CATALINA DE SIENA,OFICIAL,Técnico/Academico,A,CL 1 29 300,POBLADO,3541437 - 2667989 -300 4191000,secretaria@iesantacatalina.edu.co,MARCO TULIO MORALES OROZCO,416,1.0
Antioquia,MEDELLIN,Medellín,105001002798,INSTITUCION EDUCATIVA MATER DEI,OFICIAL,Técnico/Academico,A,KR 68 42 70,SAN JOAQUIN,407 96 65,secretaria1.materdei@gmail.com,NANCY EUGENIA BERNAL PATIÑO,501,1.0
Antioquia,MEDELLIN,Medellín,105001001791,INSTITUCION EDUCATIVA MONSEÑOR GERARDO VALENCIA CANO,OFICIAL,Técnico/Academico,A,CL 65 74 B 273,SAN GERMAN,3666408 - 3002076895,secretaria@iemonsegerardovalencia.edu.co,ROGER ALEXANDER GONZALEZ RAMIREZ.,1 423,2.0
Antioquia,MEDELLIN,Medellín,105001001805,INSTITUCION EDUCATIVA FE Y ALEGRIA POPULAR NO. 1,OFICIAL,Técnico/Academico,A,IND CL 120 42BB 10,POPULAR,5286518/5285264,ie.feyalegriapopular@gmail.com,MARISOL LOPEZ MESA.,1 688,2.0
Antioquia,MEDELLIN,Medellín,105001001821,INSTITUCION EDUCATIVA NUEVO HORIZONTE - PAULO VI,OFICIAL,Técnico/Academico,A,KR 42 B 110 A 28,POPULAR,5722929/5285638,nhpvi@ienuevohorizontemedellin.edu.co,ANGEL GIOVANNI PARDO ALVAREZ,1 481,2.0
Antioquia,MEDELLIN,Medellín,105001001848,INSTITUCION EDUCATIVA SOR JUANA INES DE LA CRUZ,OFICIAL,Técnico/Academico,A,IND KR 67 103 EE 1,GIRARDOT,2675005.,ie.sorjuanainesdelacruz@medellin.gov.co,JHONY MAURICIO CANO GIRALDO,993,2.0
Antioquia,MEDELLIN,Medellín,105001001881,INSTITUCION EDUCATIVA CARLOS VIECO ORTIZ,OFICIAL,Técnico/Academico,A,CL 40 105 36,SAN JAVIER,300 413 31 19,ie.carlosviecoortiz@medellin.gov.co,YOLANDA DEL CARMEN VAHOS CEBALLOS.,2 034,4.0
Antioquia,MEDELLIN,Medellín,105001002003,INSTITUCION EDUCATIVA SAN ROBERTO BELARMINO,OFICIAL,Técnico/Academico,A,CL 32 B 83 39,LAS MERCEDES,2562097/2560140,sanrobertobelarmino@gmail.com,ALICIA MARIA MARIN OCHOA,1 022,1.0
Antioquia,MEDELLIN,Medellín,105001002011,INSTITUCION EDUCATIVA FEDERICO OZANAM,OFICIAL,Técnico/Academico,A,KR 36 45 08,BUENOS AIRES,300 4203937,rectoria@iefedericoozanam.edu.co,CARLOS ARTURO PANDALES LOZANO,1 635,1.0
Antioquia,MEDELLIN,Medellín,105001002020,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,OFICIAL,Técnico/Academico,A,KR 82 42 C 58,LA AMERICA,4639857,ierafaeluribeuribe@yahoo.com,CARLOS ANDRES RAIGOZA SOSA,910,2.0
Antioquia,MEDELLIN,Medellín,105001002038,INSTITUCION EDUCATIVA JOSE EUSEBIO CARO,OFICIAL,Técnico/Academico,A,KR 50 A 93 77,SAN ISIDRO,2362561/2364551,ie.joseeusebiocaro@medellin.gov.co iejoseeusebiocaro@hotmail.com,FRANCISCO JAVIER RESTREPO ROLDAN,1 517,1.0
Antioquia,MEDELLIN,Medellín,105001002071,INSTITUCION EDUCATIVA BENJAMIN HERRERA,OFICIAL,Técnico/Academico,A,CL 25 52 140,TRINIDAD,2653004,secretaria@benjaminherreramedellin.edu.co,GIL ALBERTO GIRALDO JIMENEZ.,809,2.0
Antioquia,MEDELLIN,Medellín,105001002101,INSTITUCION EDUCATIVA JUAN DE DIOS COCK,OFICIAL,Técnico/Academico,A,CL 88 45 70,LAS ESMERALDAS,2118268/2110220,secretaria@iejuandedioscock.edu.co,MIGUEL VALOIS ASPRILLA,1 022,1.0
Antioquia,MEDELLIN,Medellín,105001002119,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,OFICIAL,Técnico/Academico,A,KR 70 49 70,SURAMERICANA,3222822 EXT 101,iemarcofidelsuarezmedellin@gmail.com,JOSE GERARDO IGNACIO GUTIERREZ PIEDRAHITA.,2 200,4.0
Antioquia,MEDELLIN,Medellín,105001002135,INSTITUCION EDUCATIVA RAMON MUNERA LOPERA,OFICIAL,Técnico/Academico,A,KR 30 A 77 A 04,EL RAIZAL,3004144867,ieramonmuneralopera7@gmail.com,CARLOS OCTAVIO GOMEZ TABARES,1 717,2.0
Antioquia,MEDELLIN,Medellín,105001002305,INSTITUCION EDUCATIVA MARISCAL ROBLEDO,OFICIAL,Técnico/Academico,A,CL 65 84 87,ROBLEDO,3589448 / 3588059,ie.mariscalrobledo@medellin.gov.co iemariscalrobledo@iemariscalrobledo.edu.co,JUAN GUILLERMO ZAPATA JARAMILLO.,1 669,2.0
Antioquia,MEDELLIN,Medellín,105001002348,INSTITUCION EDUCATIVA FE Y ALEGRIA SANTO DOMINGO SAVIO,OFICIAL,Técnico/Academico,A,KR 29 110 A 83,SANTO DOMINGO SAVIO N. 1,5284407,rectoria@feyalegriasantodomingosavio.edu.co,JHON JAIRO MIRA MURIEL,1 890,2.0
Antioquia,MEDELLIN,Medellín,105001002356,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,OFICIAL,Técnico/Academico,A,KR 8 A 57 A 93,VILLA LILLIAM,2260583,ie.gabrielgarcia@medellin.gov.co,JOSE DE LA HOZ MUENTES PEÑAFIEL,1 324,2.0
Antioquia,MEDELLIN,Medellín,105001002461,INSTITUCION EDUCATIVA LUCRECIO JARAMILLO VELEZ,OFICIAL,Técnico/Academico,A,KR 79 38 59,LAURELES,408 9980,direccionlucreciojaramillo@gmail.com,JUAN CARLOS RODRIGUEZ GUAYABAN,1 145,2.0
Antioquia,MEDELLIN,Medellín,105001002470,INSTITUCION EDUCATIVA SAN VICENTE DE PAUL,OFICIAL,Técnico/Academico,A,KR 71 A 79 D 01,ALTAMIRA,604 257 62 43,ie.sanvicentedepaul@medellin.gov.co,YOLANDA LOZANO BARBOSA,1 172,2.0
Antioquia,MEDELLIN,Medellín,105001002488,INSTITUCION EDUCATIVA PEDRO LUIS VILLA,OFICIAL,Técnico/Academico,A,KR 43 66 C 40,MANRIQUE CENTRAL N.2,2337963,plv2011@hotmail.com,OSCAR EMILIO MURILLO PEREA,2 193,3.0
Antioquia,MEDELLIN,Medellín,105001002496,INSTITUCION EDUCATIVA CRISTO REY,OFICIAL,Técnico/Academico,A,CL 2 SUR 50 D 30,CRISTO REY,2850778-2850798,ie.cristorey@medellin.gov.co,JUAN ANGEL GIRALDO CORREA,642,2.0
Antioquia,MEDELLIN,Medellín,105001002526,INSTITUCION EDUCATIVA SAMUEL BARRIENTOS,OFICIAL,Técnico/Academico,A,CL 44 94 119,CAMPO ALEGRE,3004174051,samuelbarrientos.ie@gmail.com,ORLANDO DE JESUS SANCHEZ URREGO.,2 609,3.0
Antioquia,MEDELLIN,Medellín,105001002780,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,OFICIAL,Técnico/Academico,A,CL 56 16 18,VILLATINA,2690520,secretaria@iesanfranciscodeasis.edu.co,EFRAIN DARIO OCHOA LONDOÑO,975,1.0
Antioquia,MEDELLIN,Medellín,105001002895,INSTITUCION EDUCATIVA FRANCISCO ANTONIO ZEA,OFICIAL,Técnico/Academico,A,KR 82 35 40,SIMON BOLIVAR,4122361,ie.franciscoantoniozea@iefaz.edu.co,JAIR ALBERTO QUIROZ QUIRAMA,1 533,2.0
Antioquia,MEDELLIN,Medellín,105001002976,INSTITUCION EDUCATIVA LA PIEDAD,OFICIAL,Técnico/Academico,A,KR 81 54 71,CALASANZ,529 91 64,ielapiedad@hotmail.es,YOLANDA INES ZULUAGA CANO,1 015,1.0
Antioquia,MEDELLIN,Medellín,105001003123,INSTITUCION EDUCATIVA FATIMA NUTIBARA,OFICIAL,Técnico/Academico,A,KR 65 A 32 B 120,FATIMA,2354351-2655463,institucional@iefatimanutibara.edu.co noraconsuelocarvajalrectora@gmail.com,NORA CONSUELO CARVAJAL MEJIA,497,2.0
Antioquia,MEDELLIN,Medellín,105001003131,INSTITUCION EDUCATIVA REPUBLICA DE HONDURAS,OFICIAL,Técnico/Academico,A,KR 50 B 97 A 30,SANTA CRUZ,527 08 25- 2585778,republicadehonduras@gmail.com,BERNARDO ANTONIO MORALES.,1 181,2.0
Antioquia,MEDELLIN,Medellín,105001003221,INSTITUCION EDUCATIVA MANUEL JOSE CAYZEDO,OFICIAL,Técnico/Academico,A,CL 50 29 82,CAICEDO,2217929,educandoenelamor1940@gmail.com,DORA LUZ GOMEZ BETANCUR,884,1.0
Antioquia,MEDELLIN,Medellín,105001003271,INSTITUCION EDUCATIVA OCTAVIO HARRY - JACQUELINE KENNEDY,OFICIAL,Técnico/Academico,A,CL 17 73 37,BARRIOS DE JESUS,300 4200761,secretariaoh@gmail.com,KAMMEL DEONNI GUTIERREZ VALENCIA,794,2.0
Antioquia,MEDELLIN,Medellín,105001003280,INSTITUCION EDUCATIVA MARIA MONTESSORI,OFICIAL,Técnico/Academico,A,KR 69 A 92 C 87,FRANCISCO ANTONIO ZEA,4712416/4776510,secretaria@iemariamontessori.edu.co,MIGUEL ÁNGEL VELASQUEZ OBANDO,1 098,2.0
Antioquia,MEDELLIN,Medellín,105001003298,INSTITUCION EDUCATIVA LORENZA VILLEGAS DE SANTOS,OFICIAL,Técnico/Academico,A,KR 51 87 40,ARANJUEZ,300 412 44 58,ie.lorenzavillegas@medellin.gov.co,JUAN GUILLERMO VILLA OSPINA,1 291,3.0
Antioquia,MEDELLIN,Medellín,105001003387,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,OFICIAL,Técnico/Academico,A,CL 45 G 80 95,LA FLORESTA,4122537 - 2508033,isrlima@gmail.com,LAURA CRISTINA VASQUEZ PEREZ.,1 778,3.0
Antioquia,MEDELLIN,Medellín,105001003425,INSTITUCION EDUCATIVA JOSE MARIA BRAVO MARQUEZ,OFICIAL,Técnico/Academico,A,CL 70 47 A 04,JARDIN BOTANICO,2114410,ie.josemariabravomar@medellin.gov.co,BLANCA DORA GALEANO UPEGUI.,1 964,2.0
Antioquia,MEDELLIN,Medellín,105001003441,INSTITUTO TECNICO INDUSTRIAL PASCUAL BRAVO,OFICIAL,Técnico/Academico,A,CL 73 73 A 226,LA PILARICA,604 4735701 - 604 4735671,rectoria@tecnicopascualbravo.edu.co secretaria@tecnicopascualbravo.edu.co,JAQUELINE RODRIGUEZ MARIN,2 107,1.0
Antioquia,MEDELLIN,Medellín,105001003450,INSTITUCION EDUCATIVA ROSALIA SUAREZ,OFICIAL,Técnico/Academico,A,CL 30 A 80 18,BELEN,2389831/3530544,iersuarez@gmail.com jorgbarrev@hotmail.com,JORGE EDUARDO BARRERA VARGAS,1 343,2.0
Antioquia,MEDELLIN,Medellín,105001004472,INSTITUCION EDUCATIVA LA PRESENTACION,OFICIAL,Técnico/Academico,A,CL 7 56 8,CAMPO AMOR,2555481-3615509,rectoria.presentacion@gmail.com,GUSTAVO ANTONIO DE LA VIRGEN DEL CARMEN ALVAREZ YEPES,834,1.0
Antioquia,MEDELLIN,Medellín,105001004791,INSTITUCION EDUCATIVA SANTO ANGEL,OFICIAL,Técnico/Academico,A,CL 2 SUR 53 140,CRISTO REY,2853623,ie.santoangel@gmail.com,ALBA RUTH JARAMILLO CARDONA,1 111,1.0
Antioquia,MEDELLIN,Medellín,105001005291,INSTITUCION EDUCATIVA CAMPO VALDES,OFICIAL,Técnico/Academico,A,CL 83 47 33,CAMPO VALDES N. 1,2631096/2118234,ie.campovaldes@gmail.com rectoria.iecampovaldes@gmail.com,ELIANA CECILIA TORO VASQUEZ,944,1.0
Antioquia,MEDELLIN,Medellín,105001005339,INSTITUCION EDUCATIVA MONSEÑOR FRANCISCO CRISTOBAL TORO,OFICIAL,Técnico/Academico,A,KR 50 D 90 49,ARANJUEZ,5240239,info.iecristobaltoro@gmail.com,PEDRO ANTONIO AGUALIMPIA PEREA,1 659,3.0
Antioquia,MEDELLIN,Medellín,105001005347,INSTITUCION EDUCATIVA TULIO OSPINA,OFICIAL,Técnico/Academico,A,CL 60 51 48,JESUS NAZARENO,5123594,rectoria@ito.edu.co,YENI ASTRID DURANGO BARRERA,860,1.0
Antioquia,MEDELLIN,Medellín,105001005380,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,OFICIAL,Técnico/Academico,A,KR 49 A 107 65,ANDALUCIA,2581854,ie.manueluribeangel@medellin.gov.co notasmanueluribe@gmail.com,VIVIANA RODRIGUEZ ORREGO,1 399,2.0
Antioquia,MEDELLIN,Medellín,105001005410,INSTITUCION EDUCATIVA JUAN DE DIOS CARVAJAL,OFICIAL,Técnico/Academico,A,CL 65 AA 36 39,VILLA HERMOSA,2840808,ie.juandedioscarvaja@medellin.gov.co alexandralatorre@iejuandedioscarvajal.edu.co,ROSA ALEXANDRA LATORRE AHUMADA.,1 427,3.0
Antioquia,MEDELLIN,Medellín,105001005495,INSTITUCION EDUCATIVA REPUBLICA DE URUGUAY,OFICIAL,Técnico/Academico,A,CL 91 A 70 A 123,ALFONSO LOPEZ,2574945,secretaria@ieru.edu.co,MARIA NOHEMI POSADA MARQUEZ,1 208,1.0
Antioquia,MEDELLIN,Medellín,105001005525,INSTITUCION EDUCATIVA ENRIQUE OLAYA HERRERA,OFICIAL,Técnico/Academico,A,CL 71 A 32 18,MANRIQUE ORIENTAL,2911707,enriqueolayaherrera@hotmail.com,NANCY DEL CARMEN ACOSTA ORREGO,1 070,1.0
Antioquia,MEDELLIN,Medellín,105001005878,INSTITUCION EDUCATIVA FRANCISCO MIRANDA,OFICIAL,Técnico/Academico,A,KR 51 C 79 56,MIRANDA,2335808,ie.franciscomiranda@medellin.gov.co,ANA MARIA MONTOYA ARBELAEZ.,1 855,2.0
Antioquia,ANTIOQUIA,Marinilla,105440000131,I. E. SAN JOSE,OFICIAL,Técnico/Academico,A,CL 30 25 129,,548 48 06,iesanjosemarinilla@hotmail.com,ZAPATA GONZALEZ MARIA CECILIA,1 529,2.0
Antioquia,MEDELLIN,Medellín,105001006068,INSTITUCION EDUCATIVA DINAMARCA,OFICIAL,Técnico/Academico,A,CL 91 65 119,FRANCISCO ANTONIO ZEA,2573923,rectoria@dinamarca.edu.co,RENE ALEJANDRO LONDOÑO CAÑO,1 582,2.0
Antioquia,MEDELLIN,Medellín,105001006092,INSTITUCION EDUCATIVA JULIO CESAR GARCIA,OFICIAL,Técnico/Academico,A,CL 111 A 65 26,BOYACÁ LAS BRISAS,2730139/4620326.,ie.jcesargarcia@gmail.com,LUBEIDA RIOS CORREA,1 124,1.0
Antioquia,MEDELLIN,Medellín,105001006181,INSTITUCION EDUCATIVA PEDRO OCTAVIO AMADO,OFICIAL,Técnico/Academico,A,KR 88 A 18 A 5,ALTAVISTA,2385168/2569394,iepoa@yahoo.es,MARIA DEL ROSARIO TABARES BUILES,1 124,1.0
Antioquia,MEDELLIN,Medellín,105001006246,INSTITUCION EDUCATIVA JORGE ROBLEDO,OFICIAL,Técnico/Academico,A,CL 65 87 74,ROBLEDO,4218450,rectoria@iejorgerobledo.edu.co ie.jorgerobledo@medellin.gov.co,SANDRA ELISA ARANGO MAYA.,1 106,1.0
Antioquia,MEDELLIN,Medellín,105001006483,INSTITUCION EDUCATIVA RODRIGO CORREA PALACIO,OFICIAL,Técnico/Academico,A,CL 103 66 63,GIRARDOT,3004115904,ie.rodrigocorreapala@medellin.gov.co,CLARA ASTRID CEBALLOS AGUDELO,417,1.0
Antioquia,MEDELLIN,Medellín,105001006556,INSTITUCION EDUCATIVA JUAN XXIII,OFICIAL,Técnico/Academico,A,CL 49 96 A 11,LA PRADERA,4461100-4461090,ie.juanxxiii@medellin.gov.co,ALBERTO LAN FUENTES,1 089,1.0
Antioquia,MEDELLIN,Medellín,105001006718,INSTITUCION EDUCATIVA ASIA IGNACIANA,OFICIAL,Técnico/Academico,A,CL 122 51 B 30,LA FRONTERA.,4610517 - 4612580,ie.asiaignaciana@medellin.gov.co,ELVER ARIAS BARRAGAN.,1 998,4.0
Antioquia,MEDELLIN,Medellín,105001006980,INSTITUCION EDUCATIVA CONCEJO DE MEDELLIN,OFICIAL,Técnico/Academico,A,KR 82 47 A 65,LA FLORESTA,4119115,ie.concejomedellin@medellin.gov.co,MONICA PATRICIA PEREZ SANCHEZ,3 663,3.0
Antioquia,MEDELLIN,Medellín,105001007111,INSTITUCION EDUCATIVA SEBASTIAN DE BELALCAZAR,OFICIAL,Técnico/Academico,A,CL 103 EE 63 D 185,BELALCAZAR,2674506 - 2672090,ie.sebastiandebelalc@gmail.com,JOSE CICERON PEREA COPETE,424,1.0
Antioquia,MEDELLIN,Medellín,105001007188,INSTITUCION EDUCATIVA BENEDIKTA ZUR NIEDEN,OFICIAL,Técnico/Academico,A,CL 42 C 95 54,CAMPO ALEGRE,4967376,rectoria@benedikta.edu.co info@benedikta.edu.co,FERNANDO ANTONIO CARVAJAL OQUENDO.,1 439,1.0
Antioquia,MEDELLIN,Medellín,105001007218,INSTITUCION EDUCATIVA MARIA DE LOS ANGELES CANO MARQUEZ,OFICIAL,Técnico/Academico,A,CL 103 33 D 75,GRANIZAL,5287740/5289494,institucionmariacano@gmail.com info@iemariacano.edu.co,ALEJANDRO LIZARAZO CORDERO,1 786,1.0
Antioquia,MEDELLIN,Medellín,105001007421,INSTITUCION EDUCATIVA OCTAVIO CALDERON MEJIA,OFICIAL,Técnico/Academico,A,KR 58 7 157,CAMPO AMOR,3615754,ie.octaviocalderon@medellin.gov.co,CLAUDIA MARIA HOLGUIN HERNANDEZ,952,1.0
Antioquia,MEDELLIN,Medellín,105001007439,INSTITUCION EDUCATIVA PEDRO CLAVER AGUIRRE,OFICIAL,Técnico/Academico,A,KR 67 95 118,CASTILLA,2372482,pedroclaveraguirre@yahoo.es,GLORIA ESPERANZA CAÑAS CAMARGO,743,1.0
Antioquia,MEDELLIN,Medellín,105001007889,INSTITUCION EDUCATIVA JUVENIL NUEVO FUTURO,OFICIAL,Técnico/Academico,A,CL 104 CC 80 03,SANTANDER,2673506,ie.juvenilnuevofutur@medellin.gov.co,DOLLY CECILIA LLANOS NOREÑA,1 031,1.0
