An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,Cod SIIIR PJ,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email
2025-2026,AG,BĂBANA,14094,RURAL,0361104561,ȘCOALA GIMNAZIALĂ BĂBANA,SLĂATIOARELE,14156,RURAL,,0362101196,ȘC.PRIM. SLĂTIOARELE,ȘCOALA PRIMARĂ SLĂTIOARELE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Slătioarele,66 ,117062,0248767201,0248767075,scoala.babana@yahoo.com
2025-2026,AG,BĂICULEŞTI,14174,RURAL,0361104181,ȘCOALA GIMNAZIALĂ BĂICULEȘTI,ANGHINEŞTI,14192,RURAL,,0362101151,ȘC.PRIM. ANGHINEȘTI,ȘCOALA PRIMARĂ ANGHINEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Anghinești,21 ,117067,0248760366,0248760366,scoala_baiculesti@yahoo.com
2025-2026,AG,BĂICULEŞTI,14174,RURAL,0361104181,ȘCOALA GIMNAZIALĂ BĂICULEȘTI,MĂNICEŞTI,14218,RURAL,,0362101115,ȘC.PRIM. MĂNICEȘTI,ȘCOALA PRIMARĂ MĂNICEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Mânicești,FN,117069,0248760366,0248760366,scoala_baiculesti@yahoo.com
2025-2026,AG,BĂICULEŞTI,14174,RURAL,0361104181,ȘCOALA GIMNAZIALĂ BĂICULEȘTI,VALEA BRAZILOR,14245,RURAL,,0362101169,ȘC.PRIM. VALEA BRAZILOR,ȘCOALA PRIMARĂ VALEA BRAZILOR,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Valea Brazilor,216,117073,0248762049,0248760366,scoala_baiculesti@yahoo.com
2025-2026,AG,BĂLILEŞTI,14281,RURAL,0361103655,ȘCOALA GIMNAZIALĂ BĂLILEȘTI,BĂJEŞTI,14290,RURAL,,0362105309,ȘC.PRIM. BĂJEȘTI,ȘCOALA PRIMARĂ BĂJEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,189  ,117081,0248562303,0248562110,scoalabalilesti@yahoo.com
2025-2026,AG,BĂLILEŞTI,14281,RURAL,0361103655,ȘCOALA GIMNAZIALĂ BĂLILEȘTI,GOLEŞTI,14307,RURAL, ,0362101106,ȘC.PRIM. GOLEȘTI-PRIBOAIA,ȘCOALA PRIMARĂ GOLEȘTI-PRIBOAIA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Grădiniței,139 ,117080,0248562282,0248562110,scoalabalilesti@yahoo.com
2025-2026,AG,BĂNĂREŞTI,18607,RURAL,0361103818,"ȘCOALA GIMNAZIALĂ ""DUMITRU UDRESCU"" SĂPATA",GĂINUŞA,18634,RURAL,,0362106509,ȘC.PRIM. ALEXANDRU A. GUȚĂ,"ȘCOALA PRIMARĂ ""ALEXANDRU A. GUȚĂ""",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Găinușa,27,117644,0248617492,0248617267,scoalasapata@yahoo.com
2025-2026,AG,CEPARII PĂMÂNTENI,15322,RURAL,0361104882,"ȘCOALA GIMNAZIALĂ ""NICOLAE VELEA"" CEPARI",CEPARII UNGURENI,15340,RURAL,,0362100548,ȘC.PRIM. NR.2 CEPARII UNGURENI,ȘCOALA PRIMARĂ NR. 2 CEPARII UNGURENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Cepari Ungureni,FN ,172233,0248545121,0248545133,scoalacepari@gmail.com
2025-2026,AG,CEPARII PĂMÂNTENI,15322,RURAL,0361104882,"ȘCOALA GIMNAZIALĂ ""NICOLAE VELEA"" CEPARI",CĂRPENIŞ,15331,RURAL,,0362100557,ȘC.PRIM. NR.1 CĂRPENIȘ,ȘCOALA PRIMARĂ NR. 1 CĂRPENIȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Cărpeniș,36A,117237,0248545164,0248545164,scoalacepari@gmail.com
2025-2026,AG,CETĂŢENI,15411,RURAL,0361104362,ȘCOALA GIMNAZIALĂ NR. 1 CETĂȚENI,VALEA CETĂŢUIA,15439,RURAL,,0362106111,ȘC.PRIM. NR.2 VALEA CETĂȚUII,ȘCOALA PRIMARĂ NR. 2 VALEA CETĂȚUII,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Speranței,7,117240,0248544076,0248544166,scoala_cetateni@yahoo.com
2025-2026,AG,CORBENI,15750,RURAL,0361103845,ȘCOALA GIMNAZIALĂ NR. 1 CORBENI,OEŞTII PAMÂNTENI,15787,RURAL,,0362105906,ȘC.PRIM. OEȘTII PĂMÂNTENI,ȘCOALA PRIMARĂ OEȘTII PĂMÂNTENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Oeștii Pământeni,FN,117278,0248730215,0248730238,scoalacorbeni@gmail.com
2025-2026,AG,CORBI,15849,RURAL,0361103334,"ȘCOALA GIMNAZIALĂ ""NAUM RÂMNICEANU"" CORBI",CORBŞORI,15858,RURAL,,0362100417,ȘC.PRIM. CORBȘORI,ȘCOALA PRIMARĂ CORBȘORI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Negru Vodă,58,117286,0248580010,0248580010,scoala.corbi@yahoo.com
2025-2026,AG,CUCA,16141,RURAL,0361104032,"ȘCOALA GIMNAZIALĂ ""MIRCEA GHIȚULESCU"" CUCA",CÂRCEŞTI,16178,RURAL,,0362100313,ȘC.PRIM. CÎRCEȘTI,ȘCOALA PRIMARĂ CÎRCEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Cîrcești,10 ,117333,0374036880,0248241021,cuca.scoalacuca@yahoo.com
2025-2026,AG,CUCA,16141,RURAL,0361104032,"ȘCOALA GIMNAZIALĂ ""MIRCEA GHIȚULESCU"" CUCA",LĂUNELE DE SUS,16203,RURAL,,0362100304,ȘC.PRIM. LĂUNE,ȘCOALA PRIMARĂ LĂUNE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Teodorești, 1,117337,0374036880,0248241021,cuca.scoalacuca@yahoo.com
2025-2026,AG,CUCA,16141,RURAL,0361104032,"ȘCOALA GIMNAZIALĂ ""MIRCEA GHIȚULESCU"" CUCA",MĂCĂI,16212,RURAL,,0362100299,ȘC.PRIM. MĂCĂI,ȘCOALA PRIMARĂ MĂCĂI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Măcăi,FN,117338,0374036880,0248241021,cuca.scoalacuca@yahoo.com
2025-2026,AG,CÂMPULUNG,13506,URBAN,0361100082,"ȘCOALA GIMNAZIALĂ ""C.D. ARICESCU"" CÂMPULUNG",CÂMPULUNG,13506,URBAN,,0362101653,ȘC.PRIM. GRĂDIȘTE,ȘCOALA PRIMARĂ GRĂDIȘTE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Șoseaua Națională,150,115100,0248511030,0248511030,sc.2campulung@yahoo.com
2025-2026,AG,CĂTEASCA,15242,RURAL,0361100575,ȘCOALA GIMNAZIALĂ CĂTEASCA,CĂTEASCA,15242,RURAL,,0362100566,ȘC.PRIM. RECEA,ȘCOALA PRIMARĂ RECEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,117620,0248662022,0248662022,scgruiu@yahoo.com
2025-2026,AG,DAVIDEŞTI,16294,RURAL,0361104959,ȘCOALA GIMNAZIALĂ DAVIDEȘTI,DAVIDEŞTI,16294,RURAL,,0362100738,ȘC.PRIM. OLTEANCA,ȘCOALA PRIMARĂ OLTEANCA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Conțești,FN,117351,0248298050,0248298050,scoaladavidesti@yahoo.com
2025-2026,AG,DOBREŞTI,16436,RURAL,0361104294,ȘCOALA GIMNAZIALĂ DOBREȘTI,DOBREŞTI,16436,RURAL,,0362105214,ȘC.PRIM. FUREȘTI,ȘCOALA PRIMARĂ FUREȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,57,117365,0248657599,0248657599,scoala.dobresti@yahoo.com
2025-2026,AG,DRAGOSLAVELE,16481,RURAL,0361104914,"ȘCOALA GIMNAZIALĂ ""IOSIF CATRINESCU"" DRAGOSLAVELE",VALEA HOTARULUI,16490,RURAL,,0362103221,ȘC.PRIM. VALEA HOTARULUI,ȘCOALA PRIMARĂ VALEA HOTARULUI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Tîrgoviștei,91,117375,0248544423,0248544423,scoala_dragoslavele@yahoo.com
2025-2026,AG,DÂRMĂNEŞTI,16374,RURAL,0361104597,ȘCOALA GIMNAZIALĂ DÎRMĂNEȘTI,PISCANI,16392,RURAL,,0362105223,ȘC.PRIM. PISCANI,ȘCOALA PRIMARĂ PISCANI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,117362,0248232320,0248232320,scoaladarmanestiag@yahoo.com
2025-2026,AG,HÂRTIEŞTI,16668,RURAL,0361104258,ȘCOALA GIMNAZIALĂ NR. 1 HÎRTIEȘTI,LESPEZI,16702,RURAL,,0362103189,ȘC.PRIM. LESPEZI,ȘCOALA PRIMARĂ LESPEZI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,105B,117399,0248297003,0248297003,scoalahartiestii@yahoo.com
2025-2026,AG,HÂRTIEŞTI,16668,RURAL,0361104258,ȘCOALA GIMNAZIALĂ NR. 1 HÎRTIEȘTI,LUCIENI,16711,RURAL,,0362103171,ȘC.PRIM. LUCIENI,ȘCOALA PRIMARĂ LUCIENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,135,117401,0248297003,0248297003,scoalahartiestii@yahoo.com
2025-2026,AG,LEICEŞTI,15947,RURAL,0361104041,"ȘCOALA GIMNAZIALĂ ""IORDACHE PĂCESCU"" COȘEȘTI",JUPÂNEŞTI,15929,RURAL,,0362100385,ȘC.PRIM. JUPÂNEȘTI,ȘCOALA PRIMARĂ JUPÂNEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Jupânești,FN,117296,0248230004,0248230004,scoalaleicesti@yahoo.com
2025-2026,AG,LEREŞTI,16917,RURAL,0361104077,ȘCOALA GIMNAZIALĂ NR. 1 LEREȘTI,POJORÂTA,16926,RURAL,,0362106147,ȘC.PRIM. POJORÂTA,ȘCOALA PRIMARĂ POJORÂTA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,General Vasile Milea,FN,117431,0248549205,0248549205,scoalaleresti@yahoo.com
2025-2026,AG,MERIŞANI,17110,RURAL,0361103958,ȘCOALA GIMNAZIALĂ MERIȘANI,DOBROGOSTEA,17165,RURAL,,0362103067,ȘC.PRIM. DOBROGOSTEA,ȘCOALA PRIMARĂ DOBROGOSTEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Dobrogostea,FN,117461,0248763296,0248763208,scoala.merisani@yahoo.com
2025-2026,AG,MERIŞANI,17110,RURAL,0361103958,ȘCOALA GIMNAZIALĂ MERIȘANI,MALU VÂNĂT,17174,RURAL,,0362103049,ȘC.PRIM. MALU VÂNĂT,ȘCOALA PRIMARĂ MALU VÂNĂT,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Malu Vânăt,FN,117462,0248763306,0248763208,scoala.merisani@yahoo.com
2025-2026,AG,MICEŞTI,17218,RURAL,0361104665,ȘCOALA GIMNAZIALĂ NR. 1 MICEȘTI,PĂULEASCA,17236,RURAL,,0362103031,ȘC.PRIM. NR.1 PĂULEASCA,ȘCOALA PRIMARĂ NR. 1 PĂULEASCA,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Păuleasca,FN,117465,0248234013,0248234013,scoalamicesti@yahoo.com
2025-2026,AG,MICEŞTI,17218,RURAL,0361104665,ȘCOALA GIMNAZIALĂ NR. 1 MICEȘTI,PĂULEASCA,17236,RURAL,,0362103004,ȘC.PRIM. NR.2 PĂULEASCA,ȘCOALA PRIMARĂ NR. 2 PĂULEASCA,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Păuleasca,103,117447,0248234013,0248234013,scoalamicesti@yahoo.com
2025-2026,AG,MIHĂEŞTI,17263,RURAL,0361104674,"ȘCOALA GIMNAZIALĂ ""ION IORGULESCU"" MIHĂEȘTI",FURNICOŞI,17281,RURAL,,0362102948,ȘC.PRIM. FURNICOȘI,ȘCOALA PRIMARĂ FURNICOȘI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Furnicoși,244 ,117470,0248560040,0248560040,scoala_mihaesti@yahoo.com
2025-2026,AG,MIHĂEŞTI,17263,RURAL,0361104674,"ȘCOALA GIMNAZIALĂ ""ION IORGULESCU"" MIHĂEȘTI",RUDENI,17290,RURAL,,0362102993,ȘC.PRIM. LIMPEDEA,ȘCOALA PRIMARĂ LIMPEDEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Ulița Rudeni,80A ,117473,0248560075,0248560075,scoala_mihaesti@yahoo.com
2025-2026,AG,MĂLURENI,17058,RURAL,0361104656,"ȘCOALA GIMNAZIALĂ ""PETRE TUDOSE"" MĂLURENI",BUNEŞTI,17067,RURAL,,0362103085,ȘC.PRIM. BUNEŞTI,ȘCOALA PRIMARĂ BUNEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Bunești,29,117446,0248765132,0248765132,scoalamalureni@yahoo.com
2025-2026,AG,MĂLURENI,17058,RURAL,0361104656,"ȘCOALA GIMNAZIALĂ ""PETRE TUDOSE"" MĂLURENI",MĂLURENI,17058,RURAL,,0362105693,ȘC.PRIM. MĂLURENI,ȘCOALA PRIMARĂ MĂLURENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Mălureni,351,117449,0248765132,0248765132,scoalamalureni@yahoo.com
2025-2026,AG,NEGRAŞI,17735,RURAL,0361104543,"ȘCOALA GIMNAZIALĂ ""PETRE BADEA"" NEGRAȘI",BÂRLOGU,17744,RURAL,,0362105413,ȘC.PRIM. BÎRLOGU,ȘCOALA PRIMARĂ BÎRLOGU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,130,117536,0248687172,0248687612,scoalanegrasi@yahoo.com
2025-2026,AG,NEGREŞTI,14398,RURAL,0361103795,ȘCOALA GIMNAZIALĂ BELEȚI-NEGREȘTI,LENŢEA,14389,RURAL,,0362101083,ȘC.PRIM. LENȚEA,ȘCOALA PRIMARĂ LENȚEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,14,117110,0248657229,0248657229,scoala_beleti@yahoo.com
2025-2026,AG,NUCŞOARA,17780,RURAL,0361104267,"ȘCOALA GIMNAZIALĂ ""TOMA ARNĂUȚOIU"" NUCȘOARA",SBOGHIŢEŞTI,17806,RURAL,,0362102749,ȘC.PRIM. ALEXANDRU MOLDOVEANU SBOGHIȚEȘTI,"ȘCOALA PRIMARĂ ""ALEXANDRU MOLDOVEANU"" SBOGHIȚEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,1,117542,0248582202,0248582202,scoalanucsoara_ag@yahoo.com
2025-2026,AG,NUCŞOARA,17780,RURAL,0361104267,"ȘCOALA GIMNAZIALĂ ""TOMA ARNĂUȚOIU"" NUCȘOARA",SLATINA,17815,RURAL,,0362102758,ȘC.PRIM. PETRE CHELU SLATINA,"ȘCOALA PRIMARĂ ""PETRE CHELU"" SLATINA",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Primar Pierin,73,117542,0248582140,0248582140,scoalanucsoara_ag@yahoo.com
2025-2026,AG,POIANA LACULUI,18037,RURAL,0361103881,ȘCOALA GIMNAZIALĂ NR. 1 POIANA LACULUI,METOFU,18126,RURAL,,0362102595,ȘC.PRIM. METOFU,ȘCOALA PRIMARĂ METOFU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Metofu,86,117555,0248293131,0248293132,spoianalacului@yahoo.com
2025-2026,AG,RĂTEŞTI,18340,RURAL,0361100272,"ȘCOALA GIMNAZIALĂ ""GHEORGHE I.I.C. BRĂTIANU"" RĂTEȘTI",FURDUEŞTI,18368,RURAL,,0362106174,ȘC.PRIM. FURDUIEȘTI,ȘCOALA PRIMARĂ FURDUIEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,117612,0248664088,0248884088,ratestiscoala@yahoo.com
2025-2026,AG,RĂTEŞTI,18340,RURAL,0361100272,"ȘCOALA GIMNAZIALĂ ""GHEORGHE I.I.C. BRĂTIANU"" RĂTEȘTI",NEJLOVELU,18386,RURAL,,0362102532,ȘC.PRIM. CIUPA-NEJLOVEL,ȘCOALA PRIMARĂ CIUPA-NEJLOVEL,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,117610,0248664088,0248664088,ratestiscoala@yahoo.com
2025-2026,AG,RĂTEŞTI,18340,RURAL,0361100272,"ȘCOALA GIMNAZIALĂ ""GHEORGHE I.I.C. BRĂTIANU"" RĂTEȘTI",RĂTEŞTI,18340,RURAL,,0362102514,ȘC.PRIM. PĂTULENI,ȘCOALA PRIMARĂ PĂTULENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,117616,0248664088,0248664088,ratestiscoala@yahoo.com
2025-2026,AG,SCHITU GOLEŞTI,18689,RURAL,0361100019,ȘCOALA GIMNAZIALĂ NR. 1 SCHITU GOLEȘTI,SCHITU GOLEŞTI,18689,RURAL,,0362102387,ȘC.PRIM. RUDĂRIE,ȘCOALA PRIMARĂ RUDĂRIE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Gării,193A,117653,0248566150,0248566150,scoalaschitugolesti@yahoo.com
2025-2026,AG,SLOBOZIA,18750,RURAL,0361103388,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN BRÂNCOVEANU"" SLOBOZIA",SLOBOZIA,18750,RURAL,,0362101843,ȘC.PRIM. NR.1 SLOBOZIA,ȘCOALA PRIMARĂ NR. 1 SLOBOZIA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Constantin Brâncoveanu,3,117660,0248698466,0248698466,scoala_slobozia_arges@yahoo.com
2025-2026,AG,SLOBOZIA,18750,RURAL,0361103388,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN BRÂNCOVEANU"" SLOBOZIA",SLOBOZIA,18750,RURAL,,0362106215,ȘC.PRIM. NR.2 SLOBOZIA,ȘCOALA PRIMARĂ NR. 2 SLOBOZIA,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Mihai Eminescu,34,117660,0248698004,0248698004,scoala_slobozia_arges@yahoo.com
2025-2026,AG,STOENEŞTI,18867,RURAL,0361100168,ȘCOALA GIMNAZIALĂ NR. 1 STOENEȘTI,COTENEŞTI,18885,RURAL,,0362102324,ȘC.PRIM. COTENEȘTI,ȘCOALA PRIMARĂ COTENEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Cotenești,FN,117677,0248550180,0248550070,scoala.stoenesti@yahoo.com
2025-2026,AG,STOENEŞTI,18867,RURAL,0361100168,ȘCOALA GIMNAZIALĂ NR. 1 STOENEȘTI,PIATRA,18901,RURAL,,0362102785,ȘC. PRIMARĂ PIATRA,ȘCOALA PRIMARĂ PIATRA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Piatra,FN,117679,0248550100,0248550070,scoala.stoenesti@yahoo.com
2025-2026,AG,STOENEŞTI,18867,RURAL,0361100168,ȘCOALA GIMNAZIALĂ NR. 1 STOENEȘTI,VALEA BĂDENILOR,18929,RURAL,,0362102315,ȘC.PRIM. VALEA BĂDENILOR,ȘCOALA PRIMARĂ VALEA BĂDENILOR,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Valea Bădenilor,FN ,117682,0248550390,0248550390,scoala.stoenesti@yahoo.com
2025-2026,AG,SUSENI,19016,RURAL,0361103922,"ȘCOALA GIMNAZIALĂ ""MARIN BRANIȘTE"" SUSENI",ŢUŢULEŞTI,19105,RURAL,,0362102274,ȘC.PRIM. GHE. TOMA ȚUȚULEȘTI,"ȘCOALA PRIMARĂ ""GHEORGHE TOMA""",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,150,117706,0248699472,0248699177,scoala_suseni@yahoo.com
2025-2026,AG,SĂLĂTRUCU,18563,RURAL,0361104403,"ȘCOALA GIMNAZIALĂ ""RADU ȘERBAN"" SĂLĂTRUCU",SĂLĂTRUCU,18563,RURAL,,0362102446,ȘC.PRIM. NR.2 BOCANITA,ȘCOALA PRIMARĂ NR. 2 BOCANITA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Poiana Cireșului,1,117635,0248545040,0248545282,scoala_salatrucu@yahoo.com
2025-2026,AG,SĂLĂTRUCU,18563,RURAL,0361104403,"ȘCOALA GIMNAZIALĂ ""RADU ȘERBAN"" SĂLĂTRUCU",VĂLENI,18572,RURAL,,0362102437,ȘC.PRIM. NR.1 VĂLENI,ȘCOALA PRIMARĂ NR. 1 VĂLENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,George Topârceanu,113 ,117635,0248545040,0248545282,scoala_salatrucu@yahoo.com
2025-2026,AG,UDA,19409,RURAL,0361104213,ȘCOALA GIMNAZIALĂ NR. 1 UDA,SĂLIŞTEA,19551,RURAL,,0362102116,ȘC.PRIM. SĂLIȘTEA,ȘCOALA PRIMARĂ SĂLIȘTEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Săliștea,FN,117227,0248248184,0248248194,scoalauda@yahoo.com
2025-2026,AG,VALEA IAŞULUI,19702,RURAL,0361104493,ȘCOALA GIMNAZIALĂ NR. 1 VALEA IAȘULUI,MUSTĂŢEŞTI,19757,RURAL,,0362102048,ȘCOALA PRIMARĂ MUSTĂȚEȘTI,ȘCOALA PRIMARĂ MUSTĂȚEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Mihai Eminescu,55,117803,0248724390,0248724390,scoalavaleaiasului@yahoo.com
2025-2026,AG,VALEA MARE PRAVĂŢ,13533,RURAL,0361104439,ȘCOALA GIMNAZIALĂ NR. 1 VALEA MARE-PRAVĂȚ,GURA PRAVĂŢ,13579,RURAL,,0362102021,ȘC.PRIM. GURA PRAVĂȚ,ȘCOALA PRIMARĂ GURA PRAVĂȚ,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Gura Pravăț,215,117805,0248557330,0248557330,sc.valeamarepravat@yahoo.com
2025-2026,AG,VLĂDEŞTI,20000,RURAL,0361103863,ȘCOALA GIMNAZIALĂ NR. 1 VLĂDEȘTI,VLĂDEŞTI,20000,RURAL,,0362101879,ȘC.PRIM. VLĂDEȘTI DE SUS,ȘCOALA PRIMARĂ VLĂDEȘTI DE SUS,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,255,117840,0248547813,0248547813,scoala_vladesti@yahoo.com
2025-2026,AG,VRĂNEŞTI,15117,RURAL,0361104059,ȘCOALA GIMNAZIALĂ VRĂNEȘTI,VALEA CORBULUI,15215,RURAL,,0362100688,ȘC.PRIM. VALEA CORBULUI,ȘCOALA PRIMARĂ VALEA CORBULUI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Valea Corbului,35,117206,0248651082,0248651082,scoalavranesti@yahoo.com
2025-2026,AG,VULTUREŞTI,16720,RURAL,0361103483,ȘCOALA GIMNAZIALĂ NR. 1 VULTUREȘTI,BÂRZEŞTI,16677,RURAL,,0362101911,ȘC.PRIM. BÂRZEȘTI,ȘCOALA PRIMARĂ BÂRZEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Bârzești,FN,117396,0248296001,0248296001,scoala.vulturesti@yahoo.com
2025-2026,AG,VULTUREŞTI,16720,RURAL,0361103483,ȘCOALA GIMNAZIALĂ NR. 1 VULTUREȘTI,VULTUREŞTI,16720,RURAL,,0362101902,ȘC.PRIM. VULTUREȘTI,ȘCOALA PRIMARĂ VULTUREȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Vulturești,FN,117402,0248296001,0248296001,scoala.vulturesti@yahoo.com
2025-2026,AG,ŞTEFAN CEL MARE,19123,RURAL,0361104086,"ȘCOALA GIMNAZIALĂ ""ȘTEFAN CEL MARE"" ȘTEFAN CEL MARE",GLAVACIOC,19132,RURAL,,0362102247,ȘC.PRIM. GLAVACIOC,ȘCOALA PRIMARĂ GLAVACIOC,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Aleea Școlii,147,117710,0248696672,0248696672,scoala_stefancelmare@yahoo.com
2025-2026,AG,ŞTEFĂNEŞTII NOI,13445,URBAN,0361207223,ȘCOALA PRIMARĂ LEXFORD ȘTEFĂNEȘTI,ŞTEFĂNEŞTII NOI,13445,URBAN,,0361207223,ȘC. PRIMARĂ LEXFORD,ȘCOALA PRIMARĂ LEXFORD ȘTEFĂNEȘTI,Unitate de învățământ,PJ,18154088,Un schimb/zi,Taxă,Privată,ALEEA APUSULUI,21,,0741771008,0741771008,lexford2021@gmail.com
2025-2026,AG,ŞUICI,19150,RURAL,0361104335,"ȘCOALA GIMNAZIALĂ ""TOMA BRĂTIANU"" ȘUICI",RUDENI,19196,RURAL,,0362102229,ȘC.PRIM. NR.1 RUDENI,ȘCOALA PRIMARĂ NR. 1 RUDENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Rudeni,FN,117729,0248545048,0248545252,scoalatomabratianu@yahoo.com
2025-2026,AG,ŢIŢEŞTI,19347,RURAL,0361103985,"ȘCOALA GIMNAZIALĂ ""I.C. LĂZĂRESCU"" ȚIȚEȘTI",VALEA MĂNĂSTIRII,19374,RURAL,,0362102143,ȘC.PRIM. NR.1 VALEA MĂNĂSTIRII ȚIȚEȘTI,ȘCOALA PRIMARĂ NR. 1 VALEA MĂNĂSTIRII ȚIȚEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Valea Mănăstirii,FN,117754,0248299180,0248299180,scoala_titesti@yahoo.com
